activity_id,type,subject,occurred_at,contact_id,opportunity_id
ACT-00017940,call,Activity 00017940,2025-03-18 11:17:43,CON-0002071,OPP-0000207
ACT-00017941,meeting,Activity 00017941,2024-11-06 17:09:59,CON-0005292,
ACT-00017942,meeting,Activity 00017942,2025-05-15 11:34:35,CON-0005332,
ACT-00017943,note,Activity 00017943,2025-03-04 21:58:27,CON-0005418,
ACT-00017944,email,Activity 00017944,2025-09-19 13:09:06,CON-0002577,
ACT-00017945,demo,Activity 00017945,2023-07-11 22:13:37,,OPP-0001664
ACT-00017946,note,Activity 00017946,2025-03-04 12:46:10,CON-0014954,OPP-0002247
ACT-00017947,email,Activity 00017947,2023-09-21 10:54:45,CON-0012472,OPP-0002846
ACT-00017948,email,Activity 00017948,2023-04-08 00:07:19,CON-0011796,
ACT-00017949,call,Activity 00017949,2023-05-12 21:18:40,CON-0010583,
ACT-00017950,email,Activity 00017950,2023-12-09 05:49:42,CON-0013535,OPP-0000332
ACT-00017951,email,Activity 00017951,2024-02-13 13:14:10,CON-0011390,
ACT-00017952,email,Activity 00017952,2025-03-28 06:11:28,,OPP-0002381
ACT-00017953,email,Activity 00017953,2024-06-21 20:04:32,CON-0010697,OPP-0001214
ACT-00017954,demo,Activity 00017954,2025-06-27 19:44:48,,
ACT-00017955,call,Activity 00017955,2025-03-18 06:17:13,,
ACT-00017956,call,Activity 00017956,2024-05-15 07:17:04,,
ACT-00017957,email,Activity 00017957,2025-12-21 14:30:15,,
ACT-00017958,call,Activity 00017958,2025-11-11 00:56:30,CON-0009735,
ACT-00017959,demo,Activity 00017959,2025-10-26 02:13:08,CON-0002633,OPP-0002549
ACT-00017960,email,Activity 00017960,2023-03-10 06:32:22,,OPP-0000180
ACT-00017961,email,Activity 00017961,2024-05-31 23:15:20,CON-0005948,OPP-0000567
ACT-00017962,note,Activity 00017962,2024-04-04 10:56:27,,OPP-0002987
ACT-00017963,email,Activity 00017963,2025-06-22 15:35:54,CON-0012156,OPP-0000479
ACT-00017964,email,Activity 00017964,2023-09-03 17:31:28,CON-0000633,
ACT-00017965,call,Activity 00017965,2024-10-12 05:04:34,CON-0001642,OPP-0002881
ACT-00017966,email,Activity 00017966,2025-08-05 00:55:22,CON-0010537,
ACT-00017967,call,Activity 00017967,2023-07-14 11:51:46,CON-0013720,OPP-0001921
ACT-00017968,note,Activity 00017968,2025-04-27 12:44:56,CON-0001799,OPP-0001810
ACT-00017969,email,Activity 00017969,2024-04-15 13:43:09,CON-0014824,
ACT-00017970,note,Activity 00017970,2024-09-20 19:31:45,,
ACT-00017971,email,Activity 00017971,2025-04-09 21:13:06,CON-0013220,
ACT-00017972,email,Activity 00017972,2025-11-16 21:50:10,CON-0006731,
ACT-00017973,meeting,Activity 00017973,2025-01-25 15:14:11,,
ACT-00017974,email,Activity 00017974,2024-03-03 23:50:47,CON-0011808,
ACT-00017975,email,Activity 00017975,2024-06-23 02:38:48,CON-0008266,
ACT-00017976,call,Activity 00017976,2025-02-02 05:25:21,,OPP-0002369
ACT-00017977,meeting,Activity 00017977,2023-04-15 22:37:49,,
ACT-00017978,email,Activity 00017978,2023-02-28 19:11:18,CON-0012184,OPP-0001095
ACT-00017979,note,Activity 00017979,2025-10-27 21:44:02,CON-0007705,OPP-0002405
ACT-00017980,meeting,Activity 00017980,2024-05-16 00:10:25,CON-0001991,OPP-0002154
ACT-00017981,note,Activity 00017981,2025-05-06 00:10:00,CON-0004950,OPP-0000746
ACT-00017982,call,Activity 00017982,2023-01-30 13:19:59,CON-0000389,
ACT-00017983,call,Activity 00017983,2024-01-16 05:36:06,CON-0013441,
ACT-00017984,email,Activity 00017984,2025-10-12 00:08:00,,
ACT-00017985,email,Activity 00017985,2023-05-17 22:02:33,,OPP-0001932
ACT-00017986,call,Activity 00017986,2024-04-24 17:04:22,CON-0011983,
ACT-00017987,note,Activity 00017987,2024-08-20 06:51:41,CON-0011751,OPP-0001583
ACT-00017988,email,Activity 00017988,2023-06-20 14:45:36,,
ACT-00017989,call,Activity 00017989,2023-09-23 09:30:28,CON-0011799,
ACT-00017990,meeting,Activity 00017990,2023-09-02 06:09:28,CON-0011158,
ACT-00017991,meeting,Activity 00017991,2025-05-16 16:07:28,,
ACT-00017992,email,Activity 00017992,2025-01-27 03:26:54,CON-0013606,
ACT-00017993,email,Activity 00017993,2024-11-20 12:21:21,CON-0004480,
ACT-00017994,demo,Activity 00017994,2023-03-14 18:17:00,,
ACT-00017995,meeting,Activity 00017995,2024-05-18 05:43:14,CON-0013237,OPP-0002387
ACT-00017996,email,Activity 00017996,2025-01-03 18:50:52,,OPP-0001944
ACT-00017997,demo,Activity 00017997,2024-11-13 13:23:48,CON-0012979,OPP-0000234
ACT-00017998,call,Activity 00017998,2024-10-07 23:26:15,CON-0005129,OPP-0002228
ACT-00017999,call,Activity 00017999,2025-09-18 07:36:51,,OPP-0001004
ACT-00018000,email,Activity 00018000,2024-08-12 15:05:13,CON-0011236,OPP-0001232
ACT-00018001,call,Activity 00018001,2023-05-14 03:26:08,CON-0011919,OPP-0001103
ACT-00018002,demo,Activity 00018002,2023-03-21 00:53:50,CON-0003049,OPP-0002682
ACT-00018003,email,Activity 00018003,2025-11-20 02:22:08,CON-0000006,
ACT-00018004,call,Activity 00018004,2025-12-24 12:09:18,,OPP-0000455
ACT-00018005,email,Activity 00018005,2024-05-21 00:29:20,CON-0003822,OPP-0001599
ACT-00018006,call,Activity 00018006,2023-05-23 21:28:44,CON-0001907,
ACT-00018007,email,Activity 00018007,2023-07-21 00:42:10,,OPP-0002748
ACT-00018008,note,Activity 00018008,2025-12-07 08:17:59,CON-0012923,
ACT-00018009,demo,Activity 00018009,2023-03-17 06:55:21,CON-0003624,
ACT-00018010,email,Activity 00018010,2024-03-11 07:28:09,CON-0003409,
ACT-00018011,demo,Activity 00018011,2025-03-03 11:49:09,CON-0004337,
ACT-00018012,note,Activity 00018012,2024-09-10 13:12:20,CON-0009752,OPP-0001832
ACT-00018013,call,Activity 00018013,2024-04-12 15:38:04,CON-0011960,OPP-0001177
ACT-00018014,email,Activity 00018014,2023-12-05 16:45:27,CON-0001593,
ACT-00018015,call,Activity 00018015,2025-11-20 17:19:51,,OPP-0002653
ACT-00018016,note,Activity 00018016,2025-09-25 18:44:18,CON-0008364,
ACT-00018017,email,Activity 00018017,2025-12-19 02:57:56,,
ACT-00018018,email,Activity 00018018,2023-09-15 13:08:23,CON-0011999,OPP-0000266
ACT-00018019,call,Activity 00018019,2023-09-01 09:00:08,CON-0002891,OPP-0000814
ACT-00018020,demo,Activity 00018020,2023-01-31 22:06:27,CON-0000770,OPP-0002861
ACT-00018021,call,Activity 00018021,2023-07-21 15:25:45,,
ACT-00018022,email,Activity 00018022,2024-04-07 13:23:00,,
ACT-00018023,email,Activity 00018023,2023-10-21 16:13:10,CON-0002392,OPP-0001919
ACT-00018024,note,Activity 00018024,2023-09-16 08:53:16,CON-0008933,OPP-0002257
ACT-00018025,call,Activity 00018025,2025-01-07 07:29:14,CON-0003519,OPP-0002287
ACT-00018026,meeting,Activity 00018026,2025-09-08 18:59:40,,OPP-0001764
ACT-00018027,call,Activity 00018027,2025-07-17 09:11:26,CON-0012467,OPP-0001271
ACT-00018028,meeting,Activity 00018028,2023-07-15 15:27:42,CON-0010452,OPP-0002182
ACT-00018029,demo,Activity 00018029,2023-04-26 00:29:20,CON-0008170,OPP-0002472
ACT-00018030,email,Activity 00018030,2024-01-15 04:32:01,CON-0010479,
ACT-00018031,note,Activity 00018031,2024-10-02 07:15:10,CON-0006257,
ACT-00018032,demo,Activity 00018032,2025-10-02 01:43:15,CON-0006096,OPP-0002453
ACT-00018033,demo,Activity 00018033,2023-07-08 17:00:10,CON-0001534,OPP-0001866
ACT-00018034,call,Activity 00018034,2023-12-23 06:49:10,CON-0013921,OPP-0002159
ACT-00018035,email,Activity 00018035,2025-07-22 19:43:46,,
ACT-00018036,call,Activity 00018036,2025-03-17 05:32:42,,OPP-0002729
ACT-00018037,email,Activity 00018037,2025-10-07 02:43:10,CON-0010188,OPP-0000816
ACT-00018038,note,Activity 00018038,2024-07-16 11:51:55,CON-0012215,
ACT-00018039,note,Activity 00018039,2025-09-10 17:04:46,CON-0011034,OPP-0001478
ACT-00018040,call,Activity 00018040,2023-11-25 08:20:33,CON-0006638,
ACT-00018041,note,Activity 00018041,2024-01-26 01:32:31,CON-0003062,OPP-0001791
ACT-00018042,demo,Activity 00018042,2024-11-27 20:46:27,CON-0005840,OPP-0000179
ACT-00018043,meeting,Activity 00018043,2025-11-22 23:08:36,,OPP-0002386
ACT-00018044,call,Activity 00018044,2025-10-19 09:14:37,,OPP-0002665
ACT-00018045,email,Activity 00018045,2023-07-21 16:43:38,,
ACT-00018046,call,Activity 00018046,2024-06-18 05:19:58,CON-0009352,OPP-0001615
ACT-00018047,meeting,Activity 00018047,2024-02-10 13:24:53,CON-0004199,OPP-0000836
ACT-00018048,call,Activity 00018048,2023-01-07 16:31:24,CON-0003769,
ACT-00018049,email,Activity 00018049,2023-02-01 19:01:30,CON-0012775,
ACT-00018050,email,Activity 00018050,2023-12-23 18:54:47,CON-0014833,
ACT-00018051,call,Activity 00018051,2023-10-22 15:20:32,,OPP-0002434
ACT-00018052,email,Activity 00018052,2024-01-29 04:32:26,CON-0014156,OPP-0001510
ACT-00018053,email,Activity 00018053,2024-07-22 22:06:04,CON-0014936,
ACT-00018054,demo,Activity 00018054,2023-11-21 09:09:15,CON-0009038,OPP-0002983
ACT-00018055,meeting,Activity 00018055,2023-07-10 16:45:28,CON-0013935,OPP-0002006
ACT-00018056,email,Activity 00018056,2023-05-28 22:00:13,CON-0008446,
ACT-00018057,demo,Activity 00018057,2024-06-03 01:55:18,CON-0007405,
ACT-00018058,note,Activity 00018058,2023-05-13 03:41:54,,OPP-0000810
ACT-00018059,email,Activity 00018059,2025-02-14 14:05:24,,OPP-0001256
ACT-00018060,email,Activity 00018060,2024-04-06 23:39:00,CON-0002977,OPP-0000563
ACT-00018061,call,Activity 00018061,2025-08-01 22:46:49,CON-0006710,OPP-0000278
ACT-00018062,call,Activity 00018062,2024-05-01 07:49:44,,
ACT-00018063,meeting,Activity 00018063,2023-09-01 10:18:15,CON-0007617,
ACT-00018064,email,Activity 00018064,2023-11-08 09:26:00,CON-0012835,OPP-0000032
ACT-00018065,meeting,Activity 00018065,2025-06-30 22:30:38,CON-0012851,
ACT-00018066,email,Activity 00018066,2024-05-31 16:17:55,CON-0014417,
ACT-00018067,meeting,Activity 00018067,2024-06-15 11:14:54,CON-0014119,OPP-0002399
ACT-00018068,call,Activity 00018068,2023-08-03 13:25:53,,OPP-0000159
ACT-00018069,email,Activity 00018069,2025-11-10 15:58:19,CON-0012960,OPP-0000899
ACT-00018070,call,Activity 00018070,2023-07-29 05:23:05,CON-0012394,OPP-0000674
ACT-00018071,meeting,Activity 00018071,2023-06-06 05:43:19,CON-0000159,
ACT-00018072,email,Activity 00018072,2024-12-10 12:08:57,CON-0012303,OPP-0000231
ACT-00018073,email,Activity 00018073,2023-02-03 00:35:55,CON-0006748,
ACT-00018074,call,Activity 00018074,2023-05-27 03:11:22,,OPP-0000702
ACT-00018075,email,Activity 00018075,2024-12-05 09:26:34,CON-0000428,
ACT-00018076,demo,Activity 00018076,2025-11-21 16:54:32,CON-0000550,
ACT-00018077,meeting,Activity 00018077,2024-08-09 18:53:35,,OPP-0000458
ACT-00018078,call,Activity 00018078,2023-03-26 22:59:07,CON-0007401,OPP-0000989
ACT-00018079,call,Activity 00018079,2024-06-07 22:03:20,CON-0007758,OPP-0002121
ACT-00018080,demo,Activity 00018080,2024-06-05 17:35:47,CON-0010724,OPP-0002368
ACT-00018081,demo,Activity 00018081,2025-11-19 17:13:15,,
ACT-00018082,email,Activity 00018082,2025-04-14 19:47:53,CON-0012288,OPP-0000685
ACT-00018083,call,Activity 00018083,2024-05-18 22:07:43,CON-0002750,
ACT-00018084,email,Activity 00018084,2023-04-02 23:12:55,CON-0011054,OPP-0000484
ACT-00018085,email,Activity 00018085,2023-10-14 22:14:03,CON-0007530,
ACT-00018086,email,Activity 00018086,2023-01-07 20:37:11,,
ACT-00018087,call,Activity 00018087,2024-06-13 16:35:28,,OPP-0001539
ACT-00018088,call,Activity 00018088,2025-02-22 20:25:27,,
ACT-00018089,email,Activity 00018089,2025-01-17 23:47:56,CON-0006673,OPP-0001501
ACT-00018090,note,Activity 00018090,2023-11-10 00:02:08,CON-0006540,OPP-0000960
ACT-00018091,email,Activity 00018091,2025-09-26 13:17:36,CON-0014026,
ACT-00018092,call,Activity 00018092,2025-08-04 06:13:56,,OPP-0000726
ACT-00018093,call,Activity 00018093,2024-05-07 21:44:10,CON-0014981,
ACT-00018094,email,Activity 00018094,2024-01-24 07:33:43,CON-0000258,
ACT-00018095,email,Activity 00018095,2025-02-10 02:02:38,CON-0014307,OPP-0000642
ACT-00018096,meeting,Activity 00018096,2024-07-23 05:00:50,,OPP-0001098
ACT-00018097,note,Activity 00018097,2025-09-17 16:16:40,CON-0009357,OPP-0001596
ACT-00018098,meeting,Activity 00018098,2023-07-06 20:14:50,CON-0001138,OPP-0000816
ACT-00018099,email,Activity 00018099,2024-04-09 02:26:30,,OPP-0001099
ACT-00018100,demo,Activity 00018100,2024-11-19 16:12:10,,
ACT-00018101,call,Activity 00018101,2023-08-30 18:48:20,,
ACT-00018102,email,Activity 00018102,2024-09-29 04:00:41,CON-0000587,
ACT-00018103,meeting,Activity 00018103,2023-09-26 05:28:43,CON-0009417,
ACT-00018104,email,Activity 00018104,2024-11-13 16:56:01,CON-0008725,
ACT-00018105,email,Activity 00018105,2025-05-15 21:58:47,,
ACT-00018106,demo,Activity 00018106,2024-07-13 04:03:59,,
ACT-00018107,email,Activity 00018107,2025-06-19 15:20:35,CON-0004068,OPP-0000106
ACT-00018108,meeting,Activity 00018108,2025-11-25 23:10:46,CON-0000679,
ACT-00018109,note,Activity 00018109,2024-04-30 11:49:53,CON-0013413,OPP-0000244
ACT-00018110,meeting,Activity 00018110,2025-02-20 16:21:17,CON-0014296,OPP-0002030
ACT-00018111,call,Activity 00018111,2023-10-21 00:21:17,CON-0012579,
ACT-00018112,note,Activity 00018112,2023-12-06 02:56:28,,OPP-0001308
ACT-00018113,demo,Activity 00018113,2024-03-31 13:58:29,CON-0005608,OPP-0001127
ACT-00018114,meeting,Activity 00018114,2023-10-11 22:38:45,CON-0001392,OPP-0000259
ACT-00018115,call,Activity 00018115,2025-07-30 12:19:31,,OPP-0000425
ACT-00018116,call,Activity 00018116,2023-01-17 03:44:55,,
ACT-00018117,meeting,Activity 00018117,2025-06-11 12:01:59,CON-0005090,
ACT-00018118,call,Activity 00018118,2024-01-24 02:12:58,,OPP-0001280
ACT-00018119,email,Activity 00018119,2024-11-21 07:56:45,CON-0002781,
ACT-00018120,call,Activity 00018120,2024-07-20 00:12:23,CON-0003929,
ACT-00018121,call,Activity 00018121,2023-03-17 03:23:18,CON-0014951,
ACT-00018122,meeting,Activity 00018122,2023-10-29 02:11:00,,
ACT-00018123,meeting,Activity 00018123,2025-01-19 21:47:51,CON-0010057,
ACT-00018124,demo,Activity 00018124,2024-07-22 08:28:38,CON-0000841,OPP-0001989
ACT-00018125,note,Activity 00018125,2025-03-12 02:45:46,CON-0000815,
ACT-00018126,email,Activity 00018126,2024-05-31 17:34:48,CON-0006892,OPP-0001500
ACT-00018127,meeting,Activity 00018127,2024-01-15 06:50:24,CON-0011700,
ACT-00018128,meeting,Activity 00018128,2023-02-07 23:58:15,,OPP-0000733
ACT-00018129,note,Activity 00018129,2024-11-20 07:03:35,CON-0008472,
ACT-00018130,email,Activity 00018130,2023-07-14 13:03:10,CON-0013095,
ACT-00018131,email,Activity 00018131,2025-05-24 20:50:22,CON-0002381,OPP-0001803
ACT-00018132,demo,Activity 00018132,2024-04-23 02:59:30,CON-0011374,
ACT-00018133,call,Activity 00018133,2025-04-13 06:53:48,CON-0011685,OPP-0002900
ACT-00018134,call,Activity 00018134,2023-07-17 14:06:15,CON-0010047,
ACT-00018135,email,Activity 00018135,2023-08-24 04:15:21,CON-0004864,
ACT-00018136,demo,Activity 00018136,2023-01-10 16:47:12,,
ACT-00018137,email,Activity 00018137,2023-05-28 05:19:31,,OPP-0001431
ACT-00018138,meeting,Activity 00018138,2023-11-05 02:40:39,,
ACT-00018139,meeting,Activity 00018139,2024-12-25 14:06:53,,
ACT-00018140,email,Activity 00018140,2023-04-20 00:19:10,CON-0014889,
ACT-00018141,call,Activity 00018141,2024-07-03 13:18:19,CON-0009257,OPP-0000388
ACT-00018142,meeting,Activity 00018142,2024-12-25 15:23:12,CON-0001672,OPP-0002453
ACT-00018143,note,Activity 00018143,2023-03-10 05:14:06,CON-0008638,
ACT-00018144,email,Activity 00018144,2023-10-24 01:08:06,CON-0001595,
ACT-00018145,email,Activity 00018145,2024-02-21 02:39:22,CON-0003078,OPP-0001303
ACT-00018146,email,Activity 00018146,2023-12-26 23:01:18,CON-0011172,
ACT-00018147,call,Activity 00018147,2024-10-26 19:04:33,,OPP-0001920
ACT-00018148,email,Activity 00018148,2025-03-08 12:59:04,,
ACT-00018149,call,Activity 00018149,2024-09-21 03:07:18,CON-0011407,OPP-0001835
ACT-00018150,note,Activity 00018150,2023-11-27 22:09:51,CON-0008134,OPP-0002162
ACT-00018151,note,Activity 00018151,2025-01-27 22:49:59,CON-0007511,OPP-0002179
ACT-00018152,call,Activity 00018152,2024-06-20 01:39:53,,
ACT-00018153,call,Activity 00018153,2025-02-26 22:36:23,,
ACT-00018154,meeting,Activity 00018154,2025-01-03 07:01:18,CON-0010590,
ACT-00018155,call,Activity 00018155,2024-02-02 17:14:21,CON-0008985,OPP-0001478
ACT-00018156,demo,Activity 00018156,2024-04-02 05:54:24,,OPP-0002067
ACT-00018157,call,Activity 00018157,2023-12-05 21:42:45,,OPP-0001492
ACT-00018158,note,Activity 00018158,2023-10-23 10:26:06,CON-0008294,
ACT-00018159,call,Activity 00018159,2024-08-19 06:02:13,CON-0004161,
ACT-00018160,call,Activity 00018160,2024-09-20 02:47:41,CON-0014009,
ACT-00018161,call,Activity 00018161,2023-11-11 23:20:08,,OPP-0000447
ACT-00018162,call,Activity 00018162,2025-11-18 10:08:10,CON-0005551,
ACT-00018163,call,Activity 00018163,2025-08-06 04:32:33,,
ACT-00018164,call,Activity 00018164,2025-12-11 22:21:54,CON-0007878,OPP-0001756
ACT-00018165,call,Activity 00018165,2023-02-18 04:45:17,CON-0008879,
ACT-00018166,call,Activity 00018166,2024-07-08 05:55:11,CON-0008848,OPP-0001159
ACT-00018167,note,Activity 00018167,2024-08-19 07:32:26,,OPP-0001846
ACT-00018168,call,Activity 00018168,2023-09-10 12:37:54,,OPP-0000214
ACT-00018169,call,Activity 00018169,2023-05-12 17:09:49,,
ACT-00018170,call,Activity 00018170,2025-02-06 20:46:18,CON-0014453,OPP-0002618
ACT-00018171,call,Activity 00018171,2025-08-31 06:49:14,CON-0011522,
ACT-00018172,call,Activity 00018172,2024-12-19 03:44:14,CON-0009301,
ACT-00018173,email,Activity 00018173,2024-03-06 17:52:28,CON-0014315,OPP-0001683
ACT-00018174,meeting,Activity 00018174,2025-07-17 12:23:31,,
ACT-00018175,note,Activity 00018175,2024-12-08 16:50:11,CON-0002080,OPP-0002959
ACT-00018176,meeting,Activity 00018176,2023-04-08 19:47:06,CON-0010594,OPP-0002346
ACT-00018177,email,Activity 00018177,2024-12-13 08:23:47,,
ACT-00018178,meeting,Activity 00018178,2024-02-08 10:32:40,,OPP-0001555
ACT-00018179,meeting,Activity 00018179,2024-02-02 18:09:39,CON-0002383,OPP-0002612
ACT-00018180,call,Activity 00018180,2024-06-26 01:11:28,,
ACT-00018181,note,Activity 00018181,2025-04-22 09:05:03,CON-0004484,
ACT-00018182,demo,Activity 00018182,2023-09-12 19:41:36,CON-0005495,OPP-0000832
ACT-00018183,call,Activity 00018183,2025-09-20 01:48:18,CON-0009682,
ACT-00018184,email,Activity 00018184,2024-04-10 08:09:32,CON-0013488,
ACT-00018185,note,Activity 00018185,2024-04-21 20:44:39,,
ACT-00018186,email,Activity 00018186,2023-08-04 21:56:39,CON-0013751,OPP-0000463
ACT-00018187,call,Activity 00018187,2025-10-24 22:19:56,CON-0004455,OPP-0001961
ACT-00018188,note,Activity 00018188,2025-01-15 19:59:25,CON-0005865,OPP-0001197
ACT-00018189,call,Activity 00018189,2025-07-31 12:56:00,CON-0009313,
ACT-00018190,email,Activity 00018190,2025-05-08 22:38:54,CON-0011490,
ACT-00018191,email,Activity 00018191,2025-08-24 13:16:09,,
ACT-00018192,email,Activity 00018192,2025-10-19 12:28:44,CON-0011032,
ACT-00018193,email,Activity 00018193,2025-04-13 02:25:59,CON-0010991,OPP-0000142
ACT-00018194,note,Activity 00018194,2025-01-14 09:12:27,CON-0007415,OPP-0000971
ACT-00018195,email,Activity 00018195,2024-02-16 13:51:24,CON-0014576,OPP-0001812
ACT-00018196,demo,Activity 00018196,2024-08-04 09:35:10,CON-0003115,
ACT-00018197,call,Activity 00018197,2024-12-20 21:58:46,CON-0010915,
ACT-00018198,call,Activity 00018198,2025-10-29 05:49:15,CON-0005010,OPP-0000453
ACT-00018199,call,Activity 00018199,2025-09-25 06:00:02,CON-0014555,
ACT-00018200,email,Activity 00018200,2023-09-07 14:25:55,CON-0013413,OPP-0000336
ACT-00018201,call,Activity 00018201,2023-08-02 17:47:58,CON-0002413,
ACT-00018202,email,Activity 00018202,2025-05-04 13:55:09,,OPP-0002000
ACT-00018203,email,Activity 00018203,2025-05-26 14:37:59,CON-0008660,OPP-0000349
ACT-00018204,email,Activity 00018204,2023-02-02 16:27:14,CON-0009418,
ACT-00018205,meeting,Activity 00018205,2024-09-09 17:27:38,CON-0014648,OPP-0002026
ACT-00018206,note,Activity 00018206,2024-10-27 12:07:47,,
ACT-00018207,call,Activity 00018207,2023-04-21 18:56:01,CON-0007148,OPP-0000845
ACT-00018208,email,Activity 00018208,2024-11-25 23:02:42,,
ACT-00018209,call,Activity 00018209,2023-12-09 23:48:05,,
ACT-00018210,email,Activity 00018210,2024-09-18 02:18:31,CON-0005221,
ACT-00018211,email,Activity 00018211,2023-10-27 18:17:37,CON-0007933,
ACT-00018212,note,Activity 00018212,2023-01-14 14:32:41,CON-0005475,OPP-0000813
ACT-00018213,note,Activity 00018213,2024-12-01 14:33:48,,OPP-0000766
ACT-00018214,email,Activity 00018214,2025-10-07 06:24:28,CON-0001480,OPP-0001845
ACT-00018215,meeting,Activity 00018215,2024-05-08 04:35:41,,
ACT-00018216,call,Activity 00018216,2025-08-20 15:44:13,CON-0012052,OPP-0001999
ACT-00018217,demo,Activity 00018217,2025-02-26 16:50:03,CON-0001626,
ACT-00018218,meeting,Activity 00018218,2025-06-07 01:18:02,CON-0012987,OPP-0002446
ACT-00018219,call,Activity 00018219,2023-03-19 14:17:59,,
ACT-00018220,call,Activity 00018220,2025-03-05 12:23:05,CON-0002235,OPP-0001387
ACT-00018221,email,Activity 00018221,2024-12-14 22:57:39,CON-0000810,
ACT-00018222,email,Activity 00018222,2023-09-15 14:41:54,CON-0000447,OPP-0000949
ACT-00018223,email,Activity 00018223,2023-12-02 13:13:10,CON-0006573,OPP-0000158
ACT-00018224,email,Activity 00018224,2025-04-04 16:31:05,CON-0013878,
